bgc_id,organism,biosynth_class,n_genes,novelty_hashed,novelty_learned,novelty_esm
BGC0001501,Fischerella sp. TAU,other,33,0.14724857685009488,0.7645161290322581,0.01764705882352941
BGC0000932,Phaeobacter inhibens DSM 17395,other,19,0.3901328273244782,0.7645161290322581,0.8280834914611006
BGC0000892,Burkholderia gladioli BSR3,other,12,0.4652751423149905,0.7641366223908919,0.8240986717267552
BGC0001827,Sarocladium sp. 'schorii',PKS,14,0.610056925996205,0.7631878557874763,0.15123339658444024
BGC0002613,Vibrio neptunius,hybrid,12,0.7049335863377609,0.7631878557874763,0.6901328273244782
BGC0001468,Streptomyces cinnamoneus,other,8,0.36584440227703985,0.7629981024667931,0.7844402277039848
BGC0000662,Streptomyces griseus subsp. griseus NBRC 13350,terpene,13,0.43415559772296014,0.7628083491461101,0.23225806451612901
BGC0002441,Streptomyces sp. SANK 60404,hybrid,31,0.9036053130929791,0.76280834914611,0.4100569259962049
BGC0002687,Massilia sp. NR 4-1,hybrid,9,0.5599620493358635,0.762618595825427,0.8356736242884251
BGC0001594,Fischerella muscicola UTEX 1829,other,31,0.13548387096774195,0.7622390891840607,0.01574952561669829
BGC0002274,Aspergillus terreus NIH2624,NRPS,1,0.31138519924098673,0.7618595825426945,0.9430740037950665
BGC0001410,Bacteroides fragilis,other,15,0.29203036053130926,0.7616698292220114,0.5935483870967742
BGC0002103,Bacillus subtilis subsp. subtilis str. 168,other,6,0.2030360531309298,0.7614800759013283,0.9481973434535105
BGC0001156,Streptomyces platensis,terpene,31,0.35142314990512336,0.7614800759013283,0.11005692599620494
BGC0002318,Streptomyces canus,RiPP,7,0.18652751423149905,0.7614800759013283,0.530550284629981
BGC0001126,Fischerella ambigua UTEX 1903,terpene,32,0.2110056925996205,0.7612903225806451,0.015370018975332068
BGC0001335,uncultured bacterium,other,18,0.8108159392789374,0.761100569259962,0.38766603415559775
BGC0000372,Aspergillus fumigatus Af293,NRPS,8,0.5020872865275142,0.7607210626185958,0.47666034155597725
BGC0002296,Moorena producens ASI16Jul14-2,hybrid,30,0.9546489563567362,0.7607210626185958,0.3394686907020873
BGC0000803,Lactobacillus rhamnosus GG,other,16,0.06470588235294118,0.7595825426944971,0.6990512333965845
BGC0002131,Chloroflexi bacterium TSY,hybrid,18,0.6886148007590134,0.7586337760910815,0.830550284629981
BGC0002884,Aspergillus nidulans  FSGC A1145,NRPS,1,0.430550284629981,0.7586337760910815,0.8464895635673624
BGC0001609,Trichoderma virens Gv29-8,NRPS,8,0.31309297912713474,0.7584440227703985,0.5041745730550284
BGC0002439,Streptomyces diastaticus,other,20,0.3066413662239089,0.7580645161290323,0.3212523719165086
BGC0002474,Agrobacterium tumefaciens,NRPS,6,0.18197343453510434,0.7569259962049335,0.930360531309298
BGC0002955,Staphylococcus epidermidis IVK83,NRPS,10,0.8094876660341557,0.7567362428842506,0.9235294117647059
BGC0000063,Fusarium oxysporum,PKS,17,0.5451612903225806,0.755787476280835,0.12979127134724858
BGC0002755,Eleftheria terrae P9846,NRPS,31,0.571157495256167,0.7557874762808349,0.5506641366223909
BGC0001621,Aspergillus flavus NRRL3357,NRPS,10,0.5404174573055028,0.7557874762808349,0.3791271347248577
BGC0001612,Fischerella ambigua UTEX 1903,other,32,0.2557874762808349,0.7552182163187855,0.014421252371916509
BGC0001597,Actinomadura fulva subsp. indica,PKS,36,0.9918406072106262,0.7550284629981024,0.19430740037950664
BGC0000620,Lactococcus lactis,RiPP,12,0.1795066413662239,0.7548387096774194,0.6392789373814041
BGC0000694,Bacillus circulans,other,16,0.38690702087286527,0.7548387096774194,0.8377609108159393
BGC0000702,Streptomyces kanamyceticus,other,24,0.47798861480075905,0.7544592030360531,0.15654648956356737
BGC0001605,Sinorhizobium fredii NGR234,terpene,8,0.5504743833017078,0.7544592030360531,0.935483870967742
BGC0003076,Aspergillus ruber QEN-0407-G2 ,NRPS,5,0.6533206831119545,0.754079696394687,0.5159392789373815
BGC0000795,Aneurinibacillus thermoaerophilus,other,24,0.3089184060721063,0.7538899430740038,0.6924098671726755
BGC0000821,Lechevalieria aerocolonigenes,other,16,0.640607210626186,0.7529411764705882,0.2333965844402277
BGC0001733,Pleurocapsa sp. PCC 7327,RiPP,6,0.10986717267552182,0.7529411764705882,0.9764705882352941
BGC0002760,Corallococcus coralloides 1071,NRPS,11,0.8356736242884251,0.7518026565464895,0.8432637571157495
BGC0001890,Vibrio campbellii ATCC BAA-1116,NRPS,24,0.4831119544592031,0.7514231499051234,0.655977229601518
BGC0001909,Strobilurus tenacellus,PKS,19,0.5889943074003795,0.7514231499051234,0.44648956356736247
BGC0002686,Actinomadura sp. WMMA1423,NRPS,81,0.9840607210626187,0.7512333965844402,0.3635673624288425
BGC0000708,Streptomyces lividus,other,30,0.396584440227704,0.7502846299810246,0.38140417457305503
BGC0002880,Hormoscilla sp. GUM007,NRPS,19,0.31138519924098673,0.7500948766603416,0.5994307400379506
BGC0001763,Streptomyces atratus,hybrid,20,0.8736242884250474,0.7500948766603416,0.43738140417457305
BGC0001702,Saccharothrix syringae,hybrid,27,0.6138519924098672,0.7499051233396585,0.5047438330170778
BGC0001897,Burkholderia ambifaria IOP40-10,PKS,16,0.471157495256167,0.7495256166982922,0.7191650853889943
BGC0001520,Bacillus subtilis,PKS,28,0.8960151802656546,0.749146110056926,0.8550284629981024
BGC0001679,Aspergillus nidulans FGSC A4,NRPS,3,0.47438330170777987,0.7485768500948766,0.7176470588235294
BGC0002869,Streptomyces sp. CB04723,PKS,32,0.7554079696394687,0.7472485768500948,0.21309297912713474
BGC0000816,Malbranchea aurantiaca,NRPS,7,0.5977229601518026,0.7470588235294118,0.3204933586337761
BGC0001140,Streptomyces platensis,terpene,36,0.3622390891840607,0.7468690702087286,0.12258064516129033
BGC0001134,Photorhabdus laumondii subsp. laumondii TTO1,other,1,0.1791271347248577,0.7468690702087286,0.9764705882352941
BGC0002164,Epichloe festucae,NRPS,1,0.3459203036053131,0.7468690702087286,0.7635673624288425
BGC0001337,uncultured bacterium,other,18,0.8419354838709678,0.7466793168880456,0.3163187855787476
BGC0002986,Streptomyces sp MS-271 ,RiPP,25,0.28254269449715375,0.7466793168880456,0.42258064516129035
BGC0002981,Streptomyces sp MS-271 ,RiPP,25,0.28254269449715375,0.7462998102466794,0.4222011385199241
BGC0002014,Actinobacteria bacterium OK006,hybrid,31,0.9741935483870967,0.7453510436432638,0.2347248576850095
BGC0000609,Nocardia sp. ATCC 202099,RiPP,44,0.27836812144212525,0.7449715370018976,0.3368121442125237
BGC0002547,Streptomyces youssoufiensis,PKS,17,0.2626185958254269,0.7444022770398482,0.5172675521821632
BGC0000813,Nonomuraea longicatena,other,14,0.05066413662239089,0.7436432637571158,0.3020872865275142
BGC0000976,Moorea producens 3L,hybrid,15,0.9413662239089184,0.7434535104364326,0.38804554079696396
BGC0000062,Fusarium verticillioides,PKS,16,0.539089184060721,0.7426944971537002,0.1332068311195446
BGC0001959,Streptomyces hiroshimensis,other,10,0.09620493358633776,0.7419354838709677,0.3233396584440228
BGC0000764,Lactococcus lactis,other,17,0.08481973434535103,0.7419354838709677,0.6817836812144213
BGC0002535,Streptomyces celluloflavus,NRPS,8,0.2747628083491461,0.7417457305502846,0.5096774193548387
BGC0001663,Nostoc sp. UIC 10110,PKS,9,0.8121442125237192,0.7417457305502846,0.4519924098671727
BGC0001674,Streptomyces mirabilis,RiPP,14,0.17210626185958255,0.7415559772296015,0.35047438330170777
BGC0001514,Streptomyces citricolor,other,33,0.5168880455407969,0.7413662239089184,0.3176470588235294
BGC0001464,Pseudoalteromonas sp. PS5,other,6,0.21024667931688806,0.7409867172675522,0.5406072106261859
BGC0001880,Scytonema sp. UIC 10036,RiPP,6,0.18330170777988614,0.740796963946869,0.3874762808349146
BGC0000806,Glycomyces sp. NRRL B-16210,other,55,0.6550284629981025,0.7404174573055029,0.5
BGC0003108,Leptobacillium sp. CF-236968,hybrid,11,0.5472485768500949,0.7404174573055029,0.22941176470588234
BGC0003160,Streptomyces sp. TP-A0584,hybrid,28,0.616888045540797,0.7404174573055029,0.1956356736242884
BGC0000078,Streptomyces sp. ML694-90F3,PKS,75,0.9510436432637571,0.7396584440227705,0.1174573055028463
BGC0001947,Acinetobacter baumannii,other,19,0.10018975332068311,0.7396584440227705,0.5641366223908918
BGC0000770,Campylobacter jejuni,other,15,0.03681214421252372,0.7388994307400379,0.9616698292220114
BGC0002134,Xenorhabdus bovienii SS-2004,other,4,0.4077798861480076,0.7383301707779886,0.9127134724857685
BGC0000432,Streptomyces rochei NBRC 12908,NRPS,24,0.7804554079696395,0.7383301707779886,0.1284629981024668
BGC0001966,Phoma sp.,hybrid,13,0.7502846299810246,0.7379506641366225,0.591650853889943
BGC0001508,Penicillium roqueforti,PKS,10,0.38007590132827324,0.7370018975332069,0.17039848197343455
BGC0001517,Aspergillus terreus NIH2624,NRPS,4,0.2379506641366224,0.7370018975332069,0.5225806451612903
BGC0001729,Penicillium brasilianum,hybrid,16,0.41992409867172675,0.7370018975332069,0.13776091081593927
BGC0001772,Anabaena sp. UHCC 0451,PKS,18,0.9795066413662239,0.7368121442125237,0.6129032258064515
BGC0001338,Monascus ruber,PKS,16,0.5130929791271347,0.7364326375711574,0.27419354838709675
BGC0002100,Streptomyces sp. CS147,NRPS,52,0.8075901328273245,0.7362428842504745,0.2204933586337761
BGC0001572,Pantoea agglomerans,other,4,0.1174573055028463,0.7362428842504743,0.92865275142315
BGC0000749,Escherichia coli,other,3,0.06736242884250473,0.735673624288425,0.9451612903225807
BGC0000719,Streptoalloteichus hindustanus,other,9,0.230550284629981,0.7354838709677419,0.4149905123339659
BGC0001217,Streptomyces qinglanensis,other,3,0.043833017077798866,0.7352941176470589,0.9480075901328273
BGC0001566,Cylindrospermum licheniforme UTEX B 2014,PKS,16,0.4795066413662239,0.7347248576850095,0.5261859582542694
BGC0002186,Fusarium graminearum PH-1,hybrid,5,0.5499051233396584,0.7347248576850094,0.6227703984819735
BGC0002232,Claviceps purpurea 20.1,other,13,0.6724857685009488,0.7345351043643265,0.31252371916508537
BGC0000351,Mycolicibacterium smegmatis MC2 155,NRPS,3,0.34402277039848195,0.7335863377609109,0.9557874762808349
BGC0000424,Herbaspirillum seropedicae SmR1,NRPS,13,0.6576850094876661,0.7326375711574953,0.6546489563567363
BGC0002319,Streptomyces sp.,RiPP,7,0.14554079696394687,0.7324478178368121,0.8464895635673624
BGC0000348,Epichloe festucae var. lolii,NRPS,6,0.8390891840607211,0.7313092979127135,0.4294117647058824
BGC0002294,Streptomyces achromogenes subsp. streptozoticus,other,26,0.48633776091081593,0.7311195445920304,0.281404174573055
BGC0001050,Tistrella bauzanensis,hybrid,2,0.4922201138519924,0.7307400379506641,0.9944971537001898
BGC0002271,Aspergillus terreus NIH2624,NRPS,4,0.37229601518026567,0.7297912713472485,0.9056925996204934
BGC0000171,Streptomyces himastatinicus ATCC 53653,PKS,31,0.813472485768501,0.728842504743833,0.4523719165085389
BGC0001717,Penicillium simplicissimum,NRPS,7,0.6540796963946869,0.7275142314990513,0.4066413662239089
BGC0002259,Cordyceps militaris CM01,hybrid,4,0.5516129032258065,0.7265654648956357,0.4724857685009488
BGC0001165,Lyngbya majuscula,hybrid,14,0.8764705882352941,0.7265654648956357,0.3740037950664137
BGC0001276,Aspergillus terreus,PKS,1,0.2394686907020873,0.7261859582542693,0.8250474383301708
BGC0002484,Scytonema hofmannii PCC 7110,hybrid,13,0.8578747628083492,0.7254269449715369,0.4840607210626186
BGC0001724,Penicillium oxalicum 114-2,hybrid,20,0.650853889943074,0.7240986717267552,0.27514231499051234
BGC0001184,Bacillus velezensis FZB42,other,7,0.1599620493358634,0.7235294117647059,0.852561669829222
BGC0000270,Streptomyces antibioticus,PKS,38,0.4819734345351044,0.7233396584440228,0.12751423149905122
BGC0002435,Micromonospora haikouensis,other,24,0.523719165085389,0.7233396584440228,0.34705882352941175
BGC0002336,Burkholderia gladioli,NRPS,38,0.6998102466793168,0.7229601518026565,0.5669829222011384
BGC0001102,Burkholderia thailandensis E264; ATCC 700388,hybrid,14,0.7958254269449716,0.7227703984819734,0.8269449715370019
BGC0002502,Fusarium fujikuroi,PKS,16,0.5907020872865276,0.7214421252371916,0.13434535104364326
BGC0001656,Planktothrix paucivesiculata PCC 9631,PKS,30,0.9777988614800759,0.7212523719165085,0.6244781783681215
BGC0001220,Aspergillus japonicus,NRPS,15,0.3495256166982922,0.7210626185958254,0.4146110056925996
BGC0000176,Bacillus velezensis FZB42,PKS,15,0.9464895635673625,0.7210626185958253,0.7157495256166984
BGC0003115,Penicillium crustosum  PRB-2,PKS,1,0.26129032258064516,0.7206831119544592,0.7707779886148007
BGC0002354,Kutzneria albida DSM 43870,other,7,0.0937381404174573,0.72011385199241,0.5960151802656546
BGC0001910,Streptomyces cyslabdanicus,terpene,11,0.36717267552182165,0.7197343453510436,0.7075901328273245
BGC0002489,Pseudomonas aeruginosa PAO1,other,4,0.07267552182163188,0.7193548387096774,0.883111954459203
BGC0001161,Moorea bouillonii PNG,PKS,2,0.44193548387096776,0.7191650853889944,0.5705882352941176
BGC0001317,Lotus japonicus,terpene,18,0.15920303605313094,0.718595825426945,0.9614800759013282
BGC0001991,Methylorubrum extorquens AM1,PKS,11,0.9155597722960152,0.7185958254269449,0.7958254269449716
BGC0000885,Streptomyces murayamaensis,other,14,0.23889943074003794,0.7182163187855788,0.2138519924098672
BGC0000257,Streptomyces griseoviridis,PKS,24,0.7079696394686907,0.7180265654648956,0.4261859582542694
BGC0001994,Streptomyces cattleya NRRL 8057 = DSM 46488,other,6,0.09203036053130931,0.71707779886148,0.5466793168880455
BGC0001682,Pseudomonas aeruginosa LESB58,other,2,0.21688804554079696,0.7168880455407969,0.9616698292220114
BGC0002090,Streptomyces griseoaurantiacus,hybrid,23,0.6912713472485769,0.7166982922201138,0.583111954459203
BGC0002256,Fusarium equiseti,NRPS,10,0.5956356736242885,0.7163187855787476,0.45275142314990513
BGC0002177,Ustilaginoidea virens,PKS,13,0.5497153700189754,0.7161290322580645,0.5692599620493359
BGC0002031,Kitasatospora setae KM-6054,other,5,0.1937381404174573,0.7157495256166984,0.5144212523719165
BGC0002172,Fusarium graminearum PH-1,NRPS,8,0.6250474383301707,0.7157495256166982,0.6275142314990512
BGC0000037,Aspergillus nidulans FGSC A4,PKS,1,0.33662239089184065,0.715370018975332,0.7891840607210626
BGC0002471,Acinetobacter baumannii AYE,other,11,0.21555977229601517,0.7146110056925996,0.75426944971537
BGC0002480,Sphaerospermopsis sp. LEGE 00249,hybrid,6,0.7328273244781784,0.7142314990512334,0.6039848197343454
BGC0002040,Streptomyces kaniharaensis,other,32,0.432258064516129,0.713662239089184,0.1605313092979127
BGC0002264,Aspergillus hancockii,NRPS,12,0.4297912713472486,0.7134724857685009,0.3620493358633776
BGC0001836,Gynuella sunshinyii YC6258,PKS,16,0.9760910815939279,0.7130929791271348,0.6079696394686906
BGC0002865,Rheum palmatum ,PKS,1,0.00777988614800759,0.7129032258064516,0.9880455407969639
BGC0000674,Streptomyces clavuligerus ATCC 27064,terpene,4,0.7053130929791271,0.7129032258064516,0.8155597722960152
BGC0002582,Streptomyces chrestomyceticus,NRPS,5,0.5170777988614801,0.7125237191650854,0.7715370018975332
BGC0000704,Streptomyces kanamyceticus,other,40,0.447438330170778,0.7125237191650854,0.07020872865275142
BGC0001059,Bacillus cereus,hybrid,27,0.7026565464895635,0.7125237191650854,0.788045540796964
BGC0003054,Aspergillus flavipes CNL-338,terpene,6,0.1963946869070209,0.7110056925996204,0.6058823529411765
BGC0000891,Pseudoalteromonas luteoviolacea 2ta16,other,10,0.5582542694497155,0.7096774193548387,0.48880455407969636
BGC0001739,Streptomyces sp. NRRL F-525,other,13,0.3332068311195446,0.7092979127134724,0.4409867172675522
BGC0000772,Brucella melitensis,other,12,0.12163187855787476,0.7092979127134724,0.7502846299810246
BGC0000878,Streptomyces alboniger,other,8,0.25332068311195444,0.7089184060721063,0.510246679316888
BGC0001768,[Nectria] haematococca mpVI 77-13-4,NRPS,5,0.41897533206831117,0.7087286527514232,0.47685009487666036
BGC0001641,Photorhabdus laumondii subsp. laumondii TTO1,NRPS,1,0.8275142314990512,0.7087286527514232,0.9007590132827324
BGC0002169,Aspergillus aculeatus ATCC 16872,hybrid,13,0.5009487666034156,0.7077798861480076,0.43719165085388995
BGC0001099,Pseudomonas fluorescens,hybrid,29,0.7956356736242884,0.7074003795066414,0.6996204933586339
BGC0000916,Staphylococcus carnosus,other,17,0.07685009487666034,0.706831119544592,0.9011385199240987
BGC0002328,Ruminiclostridium cellulolyticum H10,RiPP,6,0.1935483870967742,0.706831119544592,0.8855787476280834
BGC0000973,Streptomyces sp. CS40,hybrid,27,0.7637571157495255,0.7060721062618596,0.20853889943074005
BGC0001100,Streptomyces rochei,hybrid,15,0.7954459203036053,0.7056925996204934,0.5130929791271348
BGC0003023,Caldimonas brevitalea DSM 7029,NRPS,58,0.7867172675521821,0.705123339658444,0.6271347248576851
BGC0000789,Escherichia coli,other,9,0.01821631878557875,0.7049335863377609,0.8703984819734345
BGC0000883,Streptomyces arginensis,other,29,0.2908918406072106,0.7049335863377609,0.2605313092979127
BGC0000383,Photorhabdus laumondii subsp. laumondii TTO1,hybrid,39,0.8339658444022771,0.7047438330170778,0.5174573055028464
BGC0002386,Sorangium cellulosum So0157-2,hybrid,20,0.4996204933586338,0.7041745730550284,0.7628083491461101
BGC0003029,Streptomyces sp.  CL190,hybrid,3,0.15028462998102465,0.703415559772296,0.823719165085389
BGC0000646,uncultured bacterium,terpene,6,0.061100569259962045,0.7032258064516129,0.832258064516129
BGC0000877,Streptomyces cacaoi subsp. asoensis,other,39,0.3417457305502847,0.7032258064516128,0.1683111954459203
BGC0000753,Actinobacillus pleuropneumoniae,other,5,0.04629981024667931,0.7030360531309299,0.6438330170777988
BGC0000935,Streptomyces antibioticus,PKS,25,0.43263757115749524,0.7030360531309298,0.08747628083491461
BGC0002542,Moorena bouillonii bAprat14,hybrid,11,0.8464895635673624,0.7030360531309298,0.5318785578747628
BGC0000292,Aspergillus terreus NIH2624,NRPS,10,0.27817836812144214,0.7026565464895635,0.49601518026565466
BGC0000262,Streptomyces sp. PGA64,PKS,48,0.2637571157495256,0.7024667931688805,0.03984819734345351
BGC0001962,Cyanobium sp. LEGE 06113,PKS,7,0.38216318785578746,0.7022770398481973,0.9419354838709677
BGC0001250,Epichloe festucae,NRPS,1,0.6381404174573055,0.7018975332068311,0.8263757115749526
BGC0003145,Macrophomina phaseolina MS6,hybrid,9,0.45882352941176474,0.7015180265654649,0.27741935483870966
BGC0001290,Aspergillus nidulans FGSC A4,NRPS,5,0.7148007590132828,0.7013282732447818,0.6643263757115749
BGC0000490,Lactococcus garvieae DCC43,RiPP,6,0.2984819734345351,0.7,0.9582542694497154
BGC0002537,Aspergillus sp.,hybrid,12,0.6352941176470588,0.6998102466793169,0.14667931688804553
BGC0001822,Cystobacter sp.,NRPS,12,0.6986717267552183,0.6994307400379507,0.7861480075901328
BGC0000068,Streptomyces hygroscopicus,PKS,13,0.4823529411764706,0.6994307400379507,0.601707779886148
BGC0000929,Burkholderia glumae,other,6,0.3537001897533207,0.6994307400379507,0.759392789373814
BGC0000766,Lactobacillus johnsonii,other,29,0.766034155597723,0.6990512333965844,0.6244781783681215
BGC0002612,Aspergillus stellatus,terpene,13,0.30037950664136626,0.6988614800759013,0.10815939278937381
BGC0002392,Oryza sativa Japonica Group,terpene,16,0.1256166982922201,0.6986717267552183,0.9683111954459203
BGC0000720,Streptoalloteichus tenebrarius,other,10,0.3184060721062619,0.6979127134724858,0.4667931688804554
BGC0003047,Fusarium fujikuroi isolate IMI58289,NRPS,5,0.4252371916508539,0.6977229601518027,0.5108159392789373
BGC0003072,Fusarium graminearum PH-1,NRPS,3,0.38823529411764707,0.6975332068311195,0.5398481973434535
BGC0002677,Nostoc punctiforme PCC 73102,other,18,0.9555977229601518,0.6975332068311195,0.46888045540796963
BGC0000724,Streptomyces griseus subsp. griseus NBRC 13350,other,27,0.22846299810246679,0.6975332068311195,0.09184060721062619
BGC0002758,Aspergillus nidulans FGSC A4,PKS,13,0.3280834914611006,0.6971537001897533,0.38102466793168877
BGC0002130,Streptomyces cacaoi CA-170360,RiPP,27,0.5242884250474383,0.6965844402277039,0.3
BGC0000886,Streptomyces tsukubensis,other,10,0.2836812144212524,0.6963946869070208,0.31252371916508537
BGC0002018,Streptomyces cattleya NRRL 8057 = DSM 46488,other,6,0.8250474383301708,0.6958254269449715,0.7252371916508539
BGC0000091,Streptomyces sp. CNQ-617,PKS,22,0.459392789373814,0.6954459203036053,0.3062618595825427
BGC0003037,Erwinia rhapontici P45,PKS,7,0.39886148007590133,0.6950664136622391,0.7074003795066414
BGC0000851,Streptomyces noursei ATCC 11455,other,6,0.16831119544592033,0.6948766603415559,0.6514231499051233
BGC0001823,Streptomyces sp. CB02120-2,hybrid,31,0.9692599620493358,0.6948766603415559,0.422011385199241
BGC0001205,Penicillium expansum,PKS,16,0.6108159392789374,0.6944971537001898,0.23870967741935484
BGC0002300,Streptomyces sp. ATCC 700974,NRPS,20,0.5740037950664136,0.6941176470588235,0.16755218216318785
BGC0002543,Phialomyces arenicola,NRPS,15,0.6045540796963946,0.6939278937381405,0.27988614800759015
BGC0000293,Aspergillus fischeri NRRL 181,NRPS,3,0.47798861480075905,0.6939278937381403,0.4170777988614801
BGC0001658,Amycolatopsis sp. M39,PKS,26,0.8085388994307401,0.6935483870967742,0.06375711574952561
BGC0000690,Streptomyces glaucescens,other,22,0.11043643263757116,0.6925996204933587,0.13681214421252372
BGC0002039,Nocardia interforma ATCC 21072,other,28,0.5062618595825427,0.6924098671726755,0.3055028462998103
BGC0000715,Streptomyces spectabilis,other,17,0.06318785578747628,0.6922201138519924,0.24952561669829224
BGC0000775,Legionella pneumophila,other,30,0.16242884250474382,0.6920303605313093,0.721821631878558
BGC0002426,Streptomyces sp.,NRPS,47,0.8787476280834914,0.6916508538899431,0.16641366223908918
BGC0001441,Streptomyces sp.,other,24,0.4349146110056926,0.6914611005692599,0.18235294117647058
BGC0000688,Diaporthe amygdali,terpene,7,0.024478178368121443,0.6914611005692599,0.7910815939278937
BGC0001500,Actinoallomurus sp. ID145698,PKS,37,0.7470588235294118,0.6903225806451613,0.22466793168880456
BGC0000890,Pseudoalteromonas phenolica O-BC30,other,10,0.12884250474383302,0.6901328273244782,0.5527514231499051
BGC0002214,Hydnomerulius pinastri MD-312,PKS,13,0.38690702087286527,0.6891840607210626,0.4603415559772296
BGC0001387,Streptomyces calvus,other,23,0.2834914611005692,0.6884250474383302,0.26034155597722963
BGC0001064,Cylindrospermum licheniforme UTEX B 2014,PKS,12,0.635483870967742,0.6884250474383302,0.5005692599620493
BGC0001470,Brevibacillus sp. Leaf182,PKS,15,0.9848197343453511,0.6876660341555978,0.7641366223908919
BGC0001122,Aspergillus terreus NIH2624,hybrid,16,0.5609108159392789,0.6872865275142315,0.34990512333965845
BGC0002315,Streptomyces sp.,PKS,37,0.7303605313092979,0.6870967741935484,0.12030360531309298
BGC0001853,Streptomyces argillaceus,hybrid,35,0.9127134724857685,0.6869070208728653,0.4223908918406072
BGC0000658,Streptomyces griseus subsp. griseus NBRC 13350,terpene,2,0.20322580645161292,0.6859582542694497,0.9895635673624288
BGC0001592,Streptomyces lunaelactis,other,17,0.2079696394686907,0.6855787476280835,0.27419354838709675
BGC0003162,Epichloe festucae Fl1,NRPS,11,0.43700189753320684,0.6851992409867174,0.2129032258064516
BGC0002381,Streptomyces albus subsp. albus,PKS,27,0.576280834914611,0.6844402277039848,0.3037950664136622
BGC0000362,Mycobacterium avium,NRPS,39,0.3709677419354839,0.6840607210626186,0.4683111954459203
BGC0001835,Gynuella sunshinyii YC6258,PKS,16,0.9140417457305503,0.6836812144212523,0.43681214421252373
BGC0001680,Bradyrhizobiaceae bacterium SG-6C,other,1,0.040796963946869075,0.6833017077798862,0.99146110056926
BGC0002261,Fusarium sp.,PKS,13,0.5836812144212524,0.6833017077798862,0.2557874762808349
BGC0001251,Epichloe festucae,NRPS,1,0.5222011385199241,0.683111954459203,0.8301707779886148
BGC0001163,Moorea producens 3L,PKS,2,0.3366223908918406,0.6827324478178368,0.5963946869070209
BGC0000779,Aeromonas piscicola,other,5,0.02599620493358634,0.6825426944971537,0.9030360531309298
BGC0002226,Aspergillus aculeatus ATCC 16872,NRPS,3,0.27760910815939277,0.6823529411764706,0.7495256166982922
BGC0002633,Leptolyngbya sp. PCC 7376,other,8,0.15237191650853887,0.6819734345351043,0.7924098671726756
BGC0000264,Streptomyces resistomycificus,PKS,18,0.230550284629981,0.681404174573055,0.27381404174573054
BGC0002347,Actinoalloteichus caeruleus WH1-2216-6,other,10,0.19905123339658443,0.6808349146110058,0.5115749525616697
BGC0001042,Streptomyces flaveolus,hybrid,44,0.8886148007590133,0.6806451612903226,0.12770398481973433
BGC0002466,Streptomyces peucetius subsp. caesius ATCC 27952,NRPS,20,0.45977229601518027,0.6804554079696394,0.3979127134724858
BGC0000705,Streptomyces kanamyceticus,other,36,0.4759013282732448,0.6804554079696394,0.08235294117647059
BGC0002974,Paraliomyxa  miuraensis SMH-27-4,hybrid,25,0.8060721062618597,0.6800759013282732,0.43301707779886145
BGC0001277,Fusarium graminearum,terpene,22,0.4669829222011385,0.6800759013282732,0.33965844402277034
BGC0002683,Nostoc sp. PCC 7120 = FACHB-418,NRPS,10,0.10265654648956357,0.6800759013282732,0.8686907020872865
BGC0001580,Kitasatospora aburaviensis,PKS,36,0.7533206831119544,0.679696394686907,0.26091081593927895
BGC0001650,Lysobacter enzymogenes,NRPS,11,0.6170777988614801,0.6787476280834914,0.9149905123339659
BGC0001631,Microcystis aeruginosa NIES-87,hybrid,6,0.777988614800759,0.6781783681214422,0.8802656546489563
BGC0002025,Jahnella sp. MSr9139,hybrid,26,0.8351043643263758,0.6776091081593928,0.4495256166982922
BGC0001610,Streptomyces ahygroscopicus subsp. wuzhouensis,other,15,0.4278937381404174,0.6772296015180266,0.49240986717267554
BGC0002578,Streptomyces venezuelae ATCC 10712,other,10,0.2660341555977229,0.6772296015180266,0.43889943074003795
BGC0000907,Streptomyces lincolnensis,other,33,0.18804554079696395,0.6768500948766603,0.14003795066413663
BGC0001607,Streptomyces sp. NRRL B-1347,other,25,0.7130929791271348,0.676091081593928,0.40151802656546487
BGC0001073,Micromonospora sp. TP-A0468,hybrid,61,0.6576850094876661,0.6759013282732448,0.0635673624288425
BGC0002253,Aspergillus sp. FM242,PKS,11,0.48197343453510433,0.6755218216318786,0.38652751423149906
BGC0001371,Aspergillus nidulans NRRL 8112,NRPS,13,0.3512333965844402,0.6755218216318786,0.28671726755218213
BGC0001728,Paenibacillus polymyxa E681,hybrid,26,0.5527514231499051,0.6749525616698292,0.6438330170777988
BGC0002119,Candidatus Synoicihabitans palmerolidicus,hybrid,31,0.9447817836812145,0.6747628083491461,0.7533206831119545
BGC0000081,Streptoalloteichus sp. ATCC 53650,hybrid,115,0.9833017077798861,0.6747628083491461,0.08311195445920302
BGC0001005,Bacillus subtilis,hybrid,14,0.40151802656546487,0.6740037950664137,0.8707779886148008
BGC0000845,Streptomyces clavuligerus ATCC 27064,other,24,0.5182163187855787,0.6740037950664137,0.30702087286527513
BGC0000420,Penicillium rubens Wisconsin 54-1255,NRPS,7,0.29430740037950665,0.6738140417457306,0.38766603415559775
BGC0000713,Streptomyces ribosidificus,other,26,0.39886148007590133,0.6732447817836812,0.3781783681214421
BGC0000180,Legionella parisiensis,PKS,8,0.7020872865275143,0.6730550284629981,0.8869070208728653
BGC0001162,Moorea producens JHB,PKS,2,0.4415559772296015,0.6722960151802657,0.598481973434535
