rank,bgc_id,organism,biosynth_class,novelty,knn_mean_dist,nearest_dist,nearest_mibig,neighbor_class,compounds,n_genes
746,BGC0002220,Punctularia strigosozonata HHB-11173 SS5,terpene,0.7261861644331764,5.78985013961792,4.408573627471924,BGC0001617,terpene,Ent-kauren-16alpha-ol,13
747,BGC0000223,uncultured bacterium BAC AB649/1850,PKS,0.7258239768199928,5.916866207122803,5.273705005645752,BGC0001073,hybrid,rabelomycin;dehydrorabelomycin;fluostatin F;fluostatin G;fluostatin H,65
748,BGC0002456,Streptomyces sp. NBRC 109436,hybrid,0.725642883013401,5.589020156860352,4.0359930992126465,BGC0000036,PKS,alchivemycin A;alchivemycin B,18
749,BGC0001675,Streptomyces griseoruber,PKS,0.7254617892068091,5.986726379394531,5.577675819396973,BGC0000211,PKS,murayaquinone,58
750,BGC0000416,Xenorhabdus nematophila ATCC 19061,NRPS,0.7252806954002173,5.537375259399414,3.0092005729675293,BGC0001692,NRPS,rhabdopeptide 1;rhabdopeptide 2;rhabdopeptide 3;rhabdopeptide 4,3
751,BGC0001629,Pseudomonas sp. QS1027,NRPS,0.7245563201738501,5.26609787940979,3.7362728118896484,BGC0000447,NRPS,jessenipeptin,3
752,BGC0001051,Sorangium cellulosum,hybrid,0.7245563201738501,5.707100677490234,4.307833194732666,BGC0001342,hybrid,thuggacin A,5
753,BGC0002915,Streptomyces sp. CA-278952,hybrid,0.7238319449474828,5.988029098510742,5.509840965270996,BGC0001228,NRPS,globomycin,7
754,BGC0000409,Streptomyces albus subsp. albus,NRPS,0.7238319449474828,5.639223098754883,4.551823139190674,BGC0001652,NRPS,porothramycin A,34
755,BGC0001010,Melittangium lichenicola,hybrid,0.7238319449474828,4.852283024787903,0.7983814477920532,BGC0000982,hybrid,melithiazol A,19
756,BGC0000982,Cystobacter fuscus,hybrid,0.723650851140891,4.858539032936096,0.7983814477920532,BGC0001010,hybrid,cystothiazole A,17
757,BGC0001138,Marinactinospora thermotolerans,other,0.723650851140891,5.9299005508422855,5.256075382232666,BGC0000698,other,a201a,37
758,BGC0001297,Streptomyces calvus,NRPS,0.7231075697211156,5.950023937225342,5.367352485656738,BGC0001955,NRPS,WS9326A;WS9326C;WS9326D,40
759,BGC0001703,Nostoc sp. CCAP 1453/38,other,0.7227453821079319,5.761094665527343,4.9595513343811035,BGC0001704,other,Nocuolin A,22
760,BGC0000633,Streptomyces avermitilis,terpene,0.7222021006881565,6.013543319702149,5.733808994293213,BGC0002398,terpene,carotenoid,11
761,BGC0000113,Streptomyces caelestis,PKS,0.7220210068815647,5.54112491607666,4.99319314956665,BGC0000110,PKS,niddamycin,7
762,BGC0000166,Streptomyces fradiae,PKS,0.7220210068815647,5.4809300899505615,2.2190163135528564,BGC0000018,PKS,tylactone,7
763,BGC0000257,Streptomyces griseoviridis,PKS,0.7218399130749729,5.849699306488037,4.9586358070373535,BGC0002090,hybrid,Roseophilin;Prodigiosin R1;Prodigiosin R2;Prodigiosin R3,24
764,BGC0000118,Streptomyces pactum,PKS,0.7214777254617892,5.739976501464843,4.269870281219482,BGC0000119,PKS,pactamycin,28
765,BGC0002812,Colletotrichum higginsianum IMI 349063,hybrid,0.720753350235422,5.930745029449463,5.642061710357666,BGC0000840,other,Colletochlorin A;Colletorin A;Colletochlorin B;Colletochlorin D;Colletorin D;Colletorin D acid;Orsellinic acid;Colletorin B,4
766,BGC0001770,Streptomyces sp. SD85,PKS,0.7203911626222383,5.52206335067749,5.056957721710205,BGC0000123,PKS,sceliphrolactam,25
767,BGC0000674,Streptomyces clavuligerus ATCC 27064,terpene,0.7203911626222383,5.208287525177002,2.3590874671936035,BGC0001969,terpene,(-)-δ-cadinene,4
768,BGC0000453,Streptomyces tsusimaensis,NRPS,0.7202100688156465,5.774538803100586,4.457269191741943,BGC0000320,NRPS,valinomycin,18
769,BGC0000461,Lysobacter enzymogenes,NRPS,0.7198478812024629,5.803531742095947,4.902685165405273,BGC0002555,hybrid,WAP-8294A2,10
770,BGC0000365,Mycolicibacterium smegmatis MC2 155,NRPS,0.7196667873958711,5.983440208435058,5.833019733428955,BGC0002259,hybrid,glycopeptidolipid,30
771,BGC0002603,Aspergillus versicolor,PKS,0.7189424121695038,5.738337612152099,4.086640357971191,BGC0000129,PKS,chevalone E,7
772,BGC0002509,Streptomyces sp.,NRPS,0.718761318362912,5.887815380096436,5.399065971374512,BGC0001741,hybrid,montamide A;capsimycin;clifednamide A;frontalamide A;combamide A,9
773,BGC0002613,Vibrio neptunius,hybrid,0.718761318362912,5.628666973114013,4.141618728637695,BGC0001801,NRPS,piscibactin,12
774,BGC0000953,Streptomyces vinaceusdrappus,other,0.7183991307497284,5.97352409362793,5.895735263824463,BGC0000711,other,amicetin,24
775,BGC0001013,Streptomyces sp.,hybrid,0.7180369431365448,5.801740837097168,4.543407917022705,BGC0001012,hybrid,meridamycin,42
776,BGC0002093,Talaromyces variabilis,hybrid,0.7180369431365448,5.859743881225586,5.100596904754639,BGC0002210,hybrid,ilicicolin H,8
777,BGC0001784,Streptomyces seoulensis,PKS,0.7180369431365448,5.90600471496582,5.599213600158691,BGC0000124,PKS,streptoseomycin,41
778,BGC0000053,Unknown. Unclassified.,PKS,0.7173125679101775,5.862901592254639,5.628841400146484,BGC0001003,hybrid,elaiophylin,24
779,BGC0001480,Methylobacter tundripaludum 21/22,other,0.7173125679101775,5.931845092773438,5.830950736999512,BGC0002434,hybrid,tundrenone,18
780,BGC0002862,Streptomyces sp. ,PKS,0.7164070988772184,5.321521282196045,3.675767421722412,BGC0000028,PKS,conkatamycin,33
781,BGC0001059,Bacillus cereus,hybrid,0.7162260050706266,5.793429660797119,5.323346138000488,BGC0000993,hybrid,zwittermicin A,27
782,BGC0000180,Legionella parisiensis,PKS,0.7162260050706266,5.936133766174317,5.90876579284668,BGC0000006,PKS,legioliulin,8
783,BGC0000549,Streptococcus salivarius,RiPP,0.715863817457443,5.4777388095855715,3.3561007976531982,BGC0000517,RiPP,salivaricin D,13
784,BGC0000090,Actinosynnema pretiosum subsp. pretiosum,PKS,0.7153205360376675,5.845073604583741,5.3948163986206055,BGC0000124,PKS,macbecin;macbecin II,23
785,BGC0001141,Penicillium brefeldianum,PKS,0.7151394422310757,5.703448009490967,5.070754528045654,BGC0000670,terpene,4-epi-15-epi-brefeldin A,10
786,BGC0000075,Streptomyces sp. LZ35,PKS,0.7149583484244839,5.5754194259643555,4.174666881561279,BGC0002500,PKS,hygrocin A;hygrocin B,31
787,BGC0002188,Fusarium pseudograminearum CS3096,hybrid,0.7136906917783412,5.801360034942627,5.269764423370361,BGC0000337,NRPS,W493 B;W493 A,7
788,BGC0002336,Burkholderia gladioli,NRPS,0.7136906917783412,5.843052196502685,5.524081230163574,BGC0002881,NRPS,bolagladin A;bolagladin B,38
789,BGC0001828,Streptomyces griseus,PKS,0.7135095979717494,5.07444543838501,3.6431427001953125,BGC0000036,PKS,griseochelin,13
790,BGC0001953,Anabaena sp. UHCC-0399,NRPS,0.7131474103585658,4.137731552124023,0.9372756481170654,BGC0001952,NRPS,puwainaphycin F;minutissamide A;minutissamide B;minutissamide C;minutissamide D,13
791,BGC0001065,Streptomyces chromofuscus,PKS,0.7131474103585658,5.344445419311524,4.277580738067627,BGC0000124,PKS,herboxidiene,7
792,BGC0001968,uncultured bacterium,NRPS,0.7126041289387903,5.711214256286621,5.310832977294922,BGC0002768,NRPS,cadaside A;cadaside B,21
793,BGC0002478,Streptomyces sp. CB02414,PKS,0.7126041289387903,5.703355503082276,5.461359024047852,BGC0001439,PKS,rubiginone A2;rubiginone J;rubiginone K;rubiginone L;rubiginone M;rubiginone N;ochromycinone;rubiginone B2,39
794,BGC0000112,Streptomyces carzinostaticus subsp. neocarzinostaticus,PKS,0.7118797537124231,5.734393692016601,5.39125919342041,BGC0002143,PKS,neocarzinostatin,46
795,BGC0001822,Cystobacter sp.,NRPS,0.7116986599058313,5.349565553665161,3.3436238765716553,BGC0001018,NRPS,vioprolide A;vioprolide B;vioprolide C;vioprolide D,12
796,BGC0000330,Cupriavidus necator H16,NRPS,0.7116986599058313,5.5142487525939945,4.909836769104004,BGC0002419,hybrid,cupriachelin,17
797,BGC0002412,Photobacterium galatheae,NRPS,0.7098877218399131,5.8401312828063965,5.7421464920043945,BGC0001865,PKS,holomycin,10
798,BGC0001919,Streptomyces orinoci,hybrid,0.708982252806954,5.050201892852783,2.4530675411224365,BGC0001695,NRPS,neoantimycin,20
799,BGC0001526,Synechocystis salina LEGE 06099,other,0.7088011590003622,5.424147272109986,3.930307149887085,BGC0000809,other,bartoloside E;bartoloside F;bartoloside G;bartoloside H;bartoloside I;bartoloside J;bartoloside K,10
800,BGC0001578,Talaromyces stipitatus ATCC 10500,PKS,0.7086200651937704,5.6983434677124025,4.8485260009765625,BGC0000030,PKS,duclauxin,14
801,BGC0001411,Bacteroides fragilis,other,0.7086200651937704,5.743131828308106,5.496070384979248,BGC0000765,other,polysaccharide B,30
802,BGC0001695,Streptomyces conglobatus,NRPS,0.7084389713871786,5.08034315109253,2.4530675411224365,BGC0001919,hybrid,neoantimycin,17
803,BGC0001057,Fusarium graminearum,hybrid,0.708076783773995,5.738667011260986,5.596366882324219,BGC0003150,PKS,zearalenone,11
804,BGC0002295,Streptomyces hygroscopicus,NRPS,0.7073524085476277,5.783694744110107,5.707435131072998,BGC0002075,NRPS,minimycin;indigoidine,5
805,BGC0002123,Pseudovibrio brasiliensis Ab134,hybrid,0.7069902209344441,5.592918491363525,4.705883979797363,BGC0002419,hybrid,pseudovibriamide A1;pseudovibriamide B1;pseudovibriamide A2;pseudovibriamide A3;pseudovibriamide A4;pseudovibriamide B2;pseudovibriamide A5;pseudovibriamide A6;pseudovibriamide B3;pseudovibriamide B4,15
806,BGC0002090,Streptomyces griseoaurantiacus,hybrid,0.706084751901485,5.60579891204834,4.9586358070373535,BGC0000257,PKS,undecylprodigiosin;metacycloprodigiosin,23
807,BGC0001021,Mycobacterium tuberculosis H37Rv,hybrid,0.706084751901485,5.710939502716064,5.390462875366211,BGC0002421,NRPS,mycobactin,10
808,BGC0002852,Pestalotiopsis sp BRIP 39872,hybrid,0.7057225642883014,5.233652210235595,4.108346939086914,BGC0002230,hybrid,"3,6-dialkyl-α-pyrone;4-Hydroxy-6-(1E)-1-propen-1-yl-2H-pyran-2-one",4
809,BGC0002044,Massilia sp. YMA4,NRPS,0.7055414704817096,5.6268768310546875,4.662853240966797,BGC0002693,NRPS,empedopeptin,32
810,BGC0002536,Kitasatospora azatica KCTC 9699,NRPS,0.7051792828685259,5.6743879318237305,5.4492669105529785,BGC0002147,NRPS,alazopeptin,20
811,BGC0002596,Claviceps purpurea 20.1,PKS,0.7051792828685259,5.241064453125,4.184399604797363,BGC0001886,PKS,lecanoric acid;orsellinic acid,7
812,BGC0002731,Aspergillus nanangensis,PKS,0.7049981890619341,5.62758846282959,5.208581924438477,BGC0002999,PKS,nanangenine A;nanangenine B;nanangenine C,13
813,BGC0002539,Discosia rubi,other,0.7048170952553423,5.360517501831055,4.837491035461426,BGC0002197,hybrid,Chaetoglobosin P,12
814,BGC0002863,Nocardiopsis sp. HB-J378,PKS,0.7044549076421587,4.988436827998484,1.6858739115832577e-07,BGC0002504,PKS,Nocardiopsistin D;Nocardiopsistin E;nocardiopsistin F,22
815,BGC0003078,Streptomyces lavendulae subsp. lavendulae CCM 3239,PKS,0.704092720028975,5.416982173919678,3.33827543258667,BGC0000201,PKS,Auricin,15
816,BGC0002504,Nocardiopsis sp.,PKS,0.704092720028975,4.988436827998484,1.6858739115832577e-07,BGC0002504,PKS,nocardiopsistin A;nocardiopsistin B;nocardiopsistin C,22
817,BGC0002203,Beauveria bassiana ARSEF 2860,hybrid,0.7033683448026078,5.646905899047852,5.366664409637451,BGC0002259,hybrid,beauverolide Ba;beauverolide Ka;beauverolide Ca,6
818,BGC0001952,Anabaena minutissima UTEX B 1613,NRPS,0.703187250996016,3.977165937423706,0.9372756481170654,BGC0001953,NRPS,minutissamide A;minutissamide C;minutissamide D,13
819,BGC0002563,Paraburkholderia caledonica,NRPS,0.703187250996016,5.524726867675781,4.666388988494873,BGC0002417,hybrid,gramibactin B,14
820,BGC0001152,Paenibacillus polymyxa,hybrid,0.703187250996016,5.427963829040527,4.3625993728637695,BGC0000424,NRPS,fusaricidin B,8
821,BGC0000115,Streptomyces noursei ATCC 11455,PKS,0.7028250633828323,4.635911703109741,1.2060027122497559,BGC0001709,PKS,nystatin A1,22
822,BGC0000991,Sorangium cellulosum,hybrid,0.7028250633828323,5.115206229686737,0.8559812903404236,BGC0000990,hybrid,epothilone,10
823,BGC0002131,Chloroflexi bacterium TSY,hybrid,0.7026439695762405,5.572371482849121,5.001240253448486,BGC0002435,other,aurantoside A,18
824,BGC0002602,Aspergillus flavus,other,0.7026439695762405,5.196811103820801,3.221850872039795,BGC0001516,NRPS,aspergillic acid,6
825,BGC0001334,Streptomyces uncialis,other,0.7024628757696487,5.6948652267456055,5.638688564300537,BGC0000821,other,caldoniamide A;cladoniamide B;cladoniamide C7;cladoniamide D;cladoniamide E;cladoniamide F;cladoniamide G,13
826,BGC0003010,Mycetohabitans  endofungorum B5 (HKI-0456),NRPS,0.701195219123506,5.463522624969483,4.679057598114014,BGC0000307,NRPS,Rhizonin A;Rhizonin B;Rhizonin C;Rhizonin D;Rhizonin E,5
827,BGC0002611,Aspergillus mulundensis,NRPS,0.7004708438971388,5.545225524902344,5.217188835144043,BGC0002543,NRPS,mulundocandin,13
828,BGC0001130,Xenorhabdus budapestensis,hybrid,0.700289750090547,5.635040283203125,5.305359840393066,BGC0001876,NRPS,fabclavine Ia;fabclavine Ib;fabclavine IIa;fabclavine IIb,14
829,BGC0000990,Sorangium cellulosum,hybrid,0.7001086562839551,5.0872690081596375,0.8559812903404236,BGC0000991,hybrid,epothilone,24
830,BGC0003011,Phaeosphaeriaceae sp. CF-150626,hybrid,0.6999275624773633,5.305274581909179,4.328321933746338,BGC0003108,hybrid,Eupenifeldin;Noreupenifeldin B;Dehydroxyeupenifeldin,14
831,BGC0002384,Lysobacter sp.,NRPS,0.6995653748641797,5.597401523590088,5.217361927032471,BGC0001657,NRPS,lysocin E,34
832,BGC0000447,Pseudomonas costantinii,NRPS,0.6995653748641797,5.199918365478515,3.7362728118896484,BGC0001629,NRPS,tolaasin I;tolaasin F,10
833,BGC0001502,Aeromonas hydrophila subsp. hydrophila ATCC 7966,NRPS,0.6993842810575879,5.462042045593262,5.1278791427612305,BGC0002944,hybrid,amonabactin P 750,7
834,BGC0001052,Streptomyces sp. 307-9,hybrid,0.6988409996378124,5.356873512268066,4.4059295654296875,BGC0001694,PKS,tirandamycin,15
835,BGC0000431,Streptomyces filamentosus NRRL 15998,NRPS,0.6984788120246288,5.393751811981201,5.074598789215088,BGC0002548,NRPS,stenothricin,22
836,BGC0002716,Photorhabdus laumondii subsp. laumondii,NRPS,0.6984788120246288,5.590407180786133,5.35478401184082,BGC0001228,NRPS,gamexpeptide A;gamexpeptide B;gamexpeptide E;luminmide B;luminmide D;luminmide E;luminmide F;luminmide G,37
837,BGC0001495,Actinoallomurus fulvus,PKS,0.6981166244114452,5.612486457824707,5.521918296813965,BGC0001200,PKS,actinoallolide A,10
838,BGC0000028,Streptomyces lohii,PKS,0.6981166244114452,5.181499099731445,3.675767421722412,BGC0002862,PKS,bafilomycin B1,18
839,BGC0001801,Streptomyces venezuelae ATCC 10712,NRPS,0.6975733429916697,5.34372730255127,4.141618728637695,BGC0002613,hybrid,thiazostatin;watasemycin A;watasemycin B;2-hydroxyphenylthiazoline enantiopyochelin;isopyochelin,15
840,BGC0000050,Streptomyces aculeolatus,PKS,0.6973922491850779,5.372544288635254,4.628296375274658,BGC0002500,PKS,E-837,8
841,BGC0000208,Amycolatopsis sulphurea,PKS,0.6972111553784861,5.5495987892150875,5.091313362121582,BGC0000274,PKS,chelocardin,21
842,BGC0002230,Tolypocladium sp. 49Y,hybrid,0.6968489677653025,5.209911966323853,3.9861338138580322,BGC0002210,hybrid,tolypyridone C,4
843,BGC0001918,Streptomyces sp.,hybrid,0.6968489677653025,4.921697425842285,2.5732920169830322,BGC0001919,hybrid,JBIR-06,18
844,BGC0002881,Burkholderia gladioli BCC0238,NRPS,0.696305686345527,5.448603916168213,5.159589767456055,BGC0000388,NRPS,icosalide A1;icosalide B,43
845,BGC0002097,Micromonospora sp. 28ISP2-46,hybrid,0.696305686345527,5.478498649597168,5.228155612945557,BGC0000203,PKS,kosinostatin,48
846,BGC0002432,Brevibacillus laterosporus LMG 15441,NRPS,0.696305686345527,5.265007209777832,4.570680141448975,BGC0002994,NRPS,laterocidine,36
847,BGC0000260,Hahella chejuensis KCTC 2396,PKS,0.6961245925389352,4.9884144306182865,3.1329572200775146,BGC0003096,RiPP,prodigiosin,26
848,BGC0001000,Lyngbya majuscula,hybrid,0.6957624049257516,5.446003437042236,4.910794258117676,BGC0002706,NRPS,hectochlorin,8
849,BGC0000200,uncultured bacterium,PKS,0.6955813111191598,5.425078582763672,4.761422634124756,BGC0000226,PKS,arixanthomycin A;arixanthomycin B;arixanthomycin C,35
850,BGC0001570,Streptomyces albulus,NRPS,0.695400217312568,5.46933650970459,4.950771331787109,BGC0001575,NRPS,deimino-antipain,9
851,BGC0001975,Streptomyces atratus,NRPS,0.6952191235059761,5.262440204620361,3.165955066680908,BGC0001095,NRPS,atratumycin,38
852,BGC0001574,Streptomyces thioluteus,NRPS,0.6952191235059761,5.501604270935059,4.97394323348999,BGC0002246,terpene,SF2768,18
853,BGC0003161,Periglandula ipomoeae lasaF13,NRPS,0.6948569358927925,5.271154308319092,4.474345684051514,BGC0001241,terpene,chanoclavine I;Agroclavine I;ergonovine;lysergic acid amide;lysergic acid alpha-hydroxyethylamide;Ergobalansine,14
854,BGC0000116,Pseudonocardia autotrophica,PKS,0.6943136544730171,4.68012502193451,1.5401498079299927,BGC0001709,PKS,nystatin-like Pseudonocardia polyene A1,23
855,BGC0002483,Cladonia uncialis subsp. uncialis,PKS,0.6941325606664253,5.339081478118897,4.727114677429199,BGC0002369,PKS,usnic acid,15
856,BGC0002420,Variovorax paradoxus S110,hybrid,0.6941325606664253,5.012762975692749,2.6732542514801025,BGC0002419,hybrid,vacidobactin A;vacidobactin B,17
857,BGC0000098,Monascus pilosus,PKS,0.6930459978268744,5.17128176689148,3.7911550998687744,BGC0000039,PKS,monacolin K,9
858,BGC0002058,Streptococcus mutans B04Sm5,hybrid,0.6921405287939153,5.49584732055664,5.376416206359863,BGC0000392,NRPS,mutanocyclin,9
859,BGC0000140,Streptomyces sp. 88-682,PKS,0.6917783411807317,5.454831886291504,5.182990550994873,BGC0002499,hybrid,4-hexadecanoyl-3-hydroxy-2-(hydroxymethyl)-2H-furan-5-one,11
860,BGC0002417,Variovorax paradoxus B4,hybrid,0.6906917783411808,4.932112836837769,3.6043365001678467,BGC0002419,hybrid,variochelin A;variochelin B,20
861,BGC0002213,Punctularia strigosozonata HHB-11173 SS5,PKS,0.6903295907279972,5.445645904541015,5.214581489562988,BGC0001264,PKS,HEx-pks16 polyketide,12
862,BGC0001585,Escovopsis weberi,other,0.6894241216950381,5.350878620147705,4.976721286773682,BGC0000819,NRPS,melinacidin IV,11
863,BGC0001377,Streptomyces uncialis,PKS,0.6892430278884463,5.4500068664550785,5.252658843994141,BGC0002143,PKS,uncialamycin,32
864,BGC0001041,Salinispora tropica CNB-440,hybrid,0.6890619340818545,5.371774005889892,4.971006870269775,BGC0001078,hybrid,salinosporamide A,31
865,BGC0000484,Lactobacillus plantarum,RiPP,0.6888808402752626,5.481856632232666,5.404004096984863,BGC0000471,RiPP,glycocin F,8
866,BGC0000296,Streptomyces anulatus,NRPS,0.6886997464686708,5.039772796630859,4.012948989868164,BGC0001692,NRPS,actinomycin D,28
867,BGC0002267,Aspergillus terreus NIH2624,PKS,0.6883375588554872,5.209661483764648,4.9264607429504395,BGC0002206,PKS,azasperpyranone A;azasperpyranone B;azasperpyranone C;azasperpyranone D;azasperpyranone E;azasperpyranone F;azasperpyranone G;azasperpyranone H,16
868,BGC0002232,Claviceps purpurea 20.1,other,0.6881564650488954,5.344432353973389,4.938048839569092,BGC0002421,NRPS,ergotamine,13
869,BGC0000288,Streptomyces sp. SANK 62799,NRPS,0.6879753712423036,5.190503692626953,3.6821985244750977,BGC0000949,NRPS,A-503083 A;A-503083 B;A-503083 E;A-503083 F,55
870,BGC0002652,Streptomyces sp. SHP22-7,other,0.6877942774357118,5.290294456481933,4.518133163452148,BGC0002276,NRPS,cytosaminomycin F;cytosaminomycin G;streptcytosine P;plicacetin;40551-F;12F-plicacetin;streptcytosine D;streptcytosine E,34
871,BGC0000036,Streptomyces antibioticus,PKS,0.6874320898225281,5.0457688331604,3.6431427001953125,BGC0001828,PKS,chlorothricin;deschlorothricin,43
872,BGC0002634,Streptomyces parvus,hybrid,0.6867077145961609,5.28833589553833,4.889903545379639,BGC0000028,PKS,vicenistatin,20
873,BGC0001696,Streptomyces sp.,RiPP,0.6863455269829772,4.627412223815918,2.5180068016052246,BGC0002115,RiPP,neothioviridamide,11
874,BGC0000833,Streptomyces rishiriensis,other,0.68562115175661,5.312104320526123,4.547029495239258,BGC0001925,other,coumermycin A1,32
875,BGC0002732,Streptosporangium roseum DSM 43021,PKS,0.6854400579500182,5.444242382049561,5.362438201904297,BGC0000274,PKS,WS 79089B;benaphthamycin;WS 79089D;WS 79089A;WS 79089C,37
876,BGC0000157,Streptomyces sp. CK4412,PKS,0.6845345889170591,5.2257280349731445,4.021293640136719,BGC0001200,PKS,tautomycetin,14
877,BGC0001048,Streptoalloteichus hindustanus,hybrid,0.6843534951104673,5.214717674255371,4.110013008117676,BGC0000407,NRPS,tallysomycin A;tallysomycin B,40
878,BGC0000421,Pseudomonas fluorescens,NRPS,0.6838102136906917,5.156981420516968,3.8389499187469482,BGC0000949,NRPS,safracin A;safracin B,10
879,BGC0001563,Cochliobolus pallescens,hybrid,0.6838102136906917,5.198747348785401,4.808804512023926,BGC0001043,hybrid,curvupallide-B,18
880,BGC0001384,Streptomyces sp. TK08046,PKS,0.6836291198841,4.830276346206665,3.7021210193634033,BGC0000229,PKS,saprolmycin E,36
881,BGC0001060,Micromonospora chersina,PKS,0.6829047446577328,5.275229454040527,4.740952491760254,BGC0001078,hybrid,dynemicin A,59
882,BGC0000327,Streptomyces ambofaciens ATCC 23877,NRPS,0.6821803694313655,5.234518718719483,4.529110431671143,BGC0001437,NRPS,netropsin,22
883,BGC0001562,Streptomyces curacoi,NRPS,0.6819992756247736,5.204126262664795,4.488326549530029,BGC0002272,NRPS,curacomycin,11
884,BGC0002091,Yersinia ruckeri ATCC 29473,NRPS,0.6818181818181819,5.321358108520508,4.947422981262207,BGC0000891,other,holomycin,17
885,BGC0002352,Nocardia terpenica,other,0.6816370880115901,5.019528722763061,3.2533700466156006,BGC0001027,hybrid,terpenibactin A;terpenibactin B;terpenibactin C,7
886,BGC0000873,Saccharothrix mutabilis subsp. capreolus,other,0.6816370880115901,5.264929103851318,4.664128303527832,BGC0000217,PKS,A-201A,32
887,BGC0002529,Azotobacter vinelandii CA,NRPS,0.6814559942049982,5.2737345695495605,4.77211856842041,BGC0002493,NRPS,aminochelin;azotochelin;protochelin,5
888,BGC0000219,Streptomyces olivaceus,PKS,0.6814559942049982,5.218708133697509,4.411343574523926,BGC0002383,PKS,elloramycin,25
889,BGC0002054,Streptomyces novoguineensis,hybrid,0.6814559942049982,5.335290145874024,5.078310966491699,BGC0001917,PKS,amipurimycin,30
890,BGC0000335,Cystobacter fuscus,hybrid,0.6809127127852227,5.159531688690185,3.8556160926818848,BGC0001650,NRPS,cystomanamide A;cystomanamide B;cystomanamide C;cystomanamide D,10
891,BGC0001438,Streptomyces sp. CS057,PKS,0.6803694313654474,5.2920787811279295,4.926384449005127,BGC0000203,PKS,warkmycin CS1;warkmycin CS2,34
892,BGC0001709,Streptomyces albulus,PKS,0.6803694313654474,4.335878682136536,1.2060027122497559,BGC0000115,PKS,nystatin,19
893,BGC0000826,Streptomyces clavuligerus ATCC 27064,other,0.67964505613908,5.055583572387695,3.1148252487182617,BGC0000825,other,staurosporine,17
894,BGC0000398,Pseudomonas sp. CMR12a,NRPS,0.6794639623324883,4.551587772369385,1.8208115100860596,BGC0002548,NRPS,orfamide B,10
895,BGC0000124,Streptomyces piomogenus,PKS,0.6792828685258965,5.233327579498291,4.277580738067627,BGC0001065,PKS,piericidin A1,12
896,BGC0002693,Pseudomonas sp. SXM-1,NRPS,0.6787395871061209,5.199076461791992,4.662853240966797,BGC0002044,NRPS,pyoverdine SXM-1,31
897,BGC0001569,Streptomyces noursei ATCC 11455,NRPS,0.6785584932995292,5.220030021667481,4.591647148132324,BGC0001567,NRPS,dechlorocuracomycin,24
898,BGC0000297,Planktothrix agardhii NIVA-CYA 126,hybrid,0.6780152118797537,5.179914093017578,4.080849647521973,BGC0003044,NRPS,aeruginoside 126B;aeruginoside 126A,17
899,BGC0002000,Streptomyces aurantiacus JA 4570,PKS,0.6774719304599782,5.166083335876465,4.854084014892578,BGC0001386,PKS,setomimycin,15
900,BGC0002013,Streptomyces curacoi,RiPP,0.6772908366533865,4.6087620735168455,3.127174139022827,BGC0002115,RiPP,curacozole,11
901,BGC0001407,Bacillus cereus SJ1,RiPP,0.6771097428467947,4.931709480285645,4.025909423828125,BGC0003097,RiPP,bicereucin,11
902,BGC0003096,Rothia   dentocariosa M567,RiPP,0.6767475552336111,4.58479495048523,3.1329572200775146,BGC0000260,PKS,LANII-418,19
903,BGC0002994,Streptomyces sp. 71268,NRPS,0.6763853676204274,4.897527694702148,4.363608360290527,BGC0002918,NRPS,Megalochelin,12
904,BGC0000211,Streptomyces albaduncus,PKS,0.6758420862006519,5.20570125579834,4.936783313751221,BGC0000698,other,chrysomycin,35
905,BGC0002210,Aspergillus violaceofuscus,hybrid,0.6754798985874683,4.967399168014526,3.9861338138580322,BGC0002230,hybrid,pyranoviolin A,8
906,BGC0001620,Streptomyces atratus,hybrid,0.6752988047808766,5.267625904083252,5.109679698944092,BGC0000346,hybrid,ilamycin B1;ilamycin B2;ilamycin C1;ilamycin C2;ilamycin D;ilamycin E1,21
907,BGC0003109,Stachybotrys sp. g12,PKS,0.6751177109742846,5.134801006317138,4.314543724060059,BGC0000129,PKS,stachysalicyloid C,18
908,BGC0002546,Chaetomium globosum,hybrid,0.6740311481347337,4.890328598022461,4.249905109405518,BGC0000983,hybrid,cytoglobosin X,11
909,BGC0000424,Herbaspirillum seropedicae SmR1,NRPS,0.6734878667149583,5.011341667175293,4.211441516876221,BGC0000452,NRPS,serobactin C;serobactin B;serobactin A,13
910,BGC0001073,Micromonospora sp. TP-A0468,hybrid,0.6729445852951829,5.1673942565917965,4.687972545623779,BGC0000197,PKS,kosinostatin,61
911,BGC0000999,Lysobacter enzymogenes,hybrid,0.6725823976819993,5.230079936981201,5.148035526275635,BGC0002852,hybrid,heat-stable antifungal factor,8
912,BGC0001529,Streptomyces sp. RI18,other,0.6725823976819993,5.210833644866943,4.958920955657959,BGC0001205,PKS,benzastatin J;7-hydroxyl benzastatin B;7-hydroxyl O-demethylbenzastatin A;JBIR-67;7-hydroxyl benzastatin F;7-hydroxyl O-demethylbenzastatin D;O-demethylvirantmycin;7-hydroxyl benzastatin D;virantmycin;benzastatin K,10
913,BGC0002500,Streptomyces pactum,PKS,0.6724013038754074,5.009173583984375,4.174666881561279,BGC0000075,PKS,NFAT-133,16
